student_id,course_id,enrolled_at,quiz1,quiz2,midterm,assignments,project,final,present_count,total_sessions,attendance_percentage
29,4,2025-01-01,35.0,35.0,40.0,4.0,90.0,fail,21,768,2.734375
29,5,2025-01-01,40.0,30.0,40.0,26.0,83.33333333333334,fail,16,768,2.083333333333333
29,6,2025-01-01,45.0,15.0,50.0,0.0,66.66666666666667,fail,27,768,3.515625
30,1,2025-01-01,50.0,35.0,44.0,2.0,96.66666666666667,fail,18,768,2.34375
30,2,2025-01-01,15.0,20.0,58.0,26.0,93.33333333333334,fail,19,768,2.473958333333333
30,3,2025-01-01,50.0,50.0,54.0,36.0,76.66666666666667,fail,23,768,2.994791666666667
30,4,2025-01-01,15.0,25.0,50.0,0.0,96.66666666666667,fail,23,768,2.994791666666667
30,5,2025-01-01,40.0,35.0,58.0,28.0,86.66666666666667,fail,21,768,2.734375
30,6,2025-01-01,45.0,25.0,52.0,24.0,93.33333333333334,fail,22,768,2.864583333333333
31,1,2025-01-01,40.0,25.0,46.0,26.0,66.66666666666667,fail,24,768,3.125
31,2,2025-01-01,35.0,15.0,54.0,30.0,80.0,fail,26,768,3.3854166666666665
31,3,2025-01-01,20.0,35.0,46.0,20.0,86.66666666666667,fail,23,768,2.994791666666667
31,4,2025-01-01,20.0,50.0,56.0,2.0,83.33333333333334,fail,21,768,2.734375
31,5,2025-01-01,40.0,15.0,58.0,24.0,100.0,fail,23,768,2.994791666666667
31,6,2025-01-01,50.0,15.0,54.0,0.0,70.0,fail,21,768,2.734375
32,1,2025-01-01,20.0,30.0,48.0,18.0,80.0,fail,19,768,2.473958333333333
32,2,2025-01-01,35.0,15.0,38.0,22.0,100.0,fail,22,768,2.864583333333333
32,3,2025-01-01,25.0,20.0,50.0,10.0,93.33333333333334,fail,22,768,2.864583333333333
32,4,2025-01-01,30.0,30.0,38.0,26.0,96.66666666666667,fail,19,768,2.473958333333333
32,5,2025-01-01,15.0,50.0,42.0,24.0,66.66666666666667,fail,20,768,2.604166666666667
32,6,2025-01-01,40.0,35.0,44.0,40.0,96.66666666666667,fail,24,768,3.125
33,1,2025-01-01,25.0,40.0,50.0,0.0,96.66666666666667,fail,24,768,3.125
33,2,2025-01-01,45.0,25.0,46.0,16.0,80.0,fail,23,768,2.994791666666667
33,3,2025-01-01,20.0,50.0,42.0,18.0,73.33333333333334,fail,25,768,3.2552083333333335
33,4,2025-01-01,45.0,15.0,54.0,46.0,80.0,fail,22,768,2.864583333333333
33,5,2025-01-01,25.0,25.0,54.0,38.0,93.33333333333334,fail,22,768,2.864583333333333
33,6,2025-01-01,30.0,30.0,58.0,18.0,66.66666666666667,fail,19,768,2.473958333333333
34,1,2025-01-01,15.0,35.0,46.0,24.0,70.0,fail,21,768,2.734375
34,2,2025-01-01,20.0,15.0,40.0,14.0,73.33333333333334,fail,21,768,2.734375
34,3,2025-01-01,20.0,20.0,58.0,14.0,73.33333333333334,fail,22,768,2.864583333333333
34,4,2025-01-01,25.0,35.0,52.0,18.0,83.33333333333334,fail,26,768,3.3854166666666665
34,5,2025-01-01,20.0,25.0,56.0,20.0,86.66666666666667,fail,21,768,2.734375
34,6,2025-01-01,40.0,45.0,44.0,28.0,83.33333333333334,fail,20,768,2.604166666666667
35,1,2025-01-01,40.0,15.0,56.0,30.0,96.66666666666667,fail,22,768,2.864583333333333
35,2,2025-01-01,45.0,45.0,60.0,36.0,96.66666666666667,fail,25,768,3.2552083333333335
35,3,2025-01-01,15.0,20.0,56.0,22.0,66.66666666666667,fail,26,768,3.3854166666666665
35,4,2025-01-01,50.0,15.0,38.0,8.0,96.66666666666667,fail,28,768,3.6458333333333335
35,5,2025-01-01,35.0,30.0,60.0,34.0,93.33333333333334,fail,19,768,2.473958333333333
35,6,2025-01-01,35.0,30.0,44.0,4.0,83.33333333333334,fail,23,768,2.994791666666667
36,1,2025-01-01,15.0,30.0,42.0,10.0,96.66666666666667,fail,23,768,2.994791666666667
36,2,2025-01-01,50.0,40.0,48.0,20.0,93.33333333333334,fail,22,768,2.864583333333333
36,3,2025-01-01,35.0,25.0,42.0,8.0,93.33333333333334,fail,22,768,2.864583333333333
36,4,2025-01-01,50.0,45.0,48.0,24.0,80.0,fail,22,768,2.864583333333333
36,5,2025-01-01,50.0,15.0,60.0,26.0,76.66666666666667,fail,25,768,3.2552083333333335
36,6,2025-01-01,35.0,30.0,58.0,18.0,76.66666666666667,fail,17,768,2.213541666666667
37,1,2025-01-01,35.0,45.0,58.0,28.0,96.66666666666667,fail,23,768,2.994791666666667
37,2,2025-01-01,35.0,35.0,60.0,12.0,76.66666666666667,fail,22,768,2.864583333333333
37,3,2025-01-01,40.0,50.0,44.0,16.0,80.0,fail,19,768,2.473958333333333
37,4,2025-01-01,35.0,20.0,48.0,12.0,80.0,fail,20,768,2.604166666666667
37,5,2025-01-01,20.0,40.0,46.0,30.0,86.66666666666667,fail,26,768,3.3854166666666665
37,6,2025-01-01,25.0,30.0,50.0,10.0,83.33333333333334,fail,20,768,2.604166666666667
38,1,2025-01-01,35.0,35.0,44.0,32.0,80.0,fail,24,768,3.125
38,2,2025-01-01,50.0,50.0,38.0,32.0,76.66666666666667,fail,22,768,2.864583333333333
38,3,2025-01-01,30.0,50.0,42.0,12.0,73.33333333333334,pass,21,768,2.734375
38,4,2025-01-01,40.0,30.0,46.0,18.0,80.0,fail,29,768,3.7760416666666665
38,5,2025-01-01,15.0,25.0,58.0,24.0,66.66666666666667,fail,22,768,2.864583333333333
38,6,2025-01-01,40.0,45.0,52.0,0.0,86.66666666666667,fail,24,768,3.125
39,1,2025-01-01,30.0,30.0,44.0,54.0,90.0,fail,23,768,2.994791666666667
39,2,2025-01-01,15.0,25.0,46.0,18.0,83.33333333333334,fail,24,768,3.125
39,3,2025-01-01,40.0,30.0,58.0,24.0,83.33333333333334,pass,24,768,3.125
39,4,2025-01-01,15.0,15.0,54.0,18.0,70.0,fail,24,768,3.125
39,5,2025-01-01,50.0,40.0,60.0,20.0,93.33333333333334,fail,22,768,2.864583333333333
39,6,2025-01-01,20.0,30.0,54.0,34.0,80.0,fail,25,768,3.2552083333333335
40,1,2025-01-01,45.0,15.0,60.0,26.0,80.0,fail,18,768,2.34375
40,2,2025-01-01,45.0,25.0,54.0,30.0,70.0,fail,21,768,2.734375
40,3,2025-01-01,20.0,45.0,56.0,28.0,93.33333333333334,fail,21,768,2.734375
40,4,2025-01-01,35.0,15.0,58.0,16.0,83.33333333333334,fail,19,768,2.473958333333333
40,5,2025-01-01,40.0,30.0,38.0,6.0,70.0,fail,22,768,2.864583333333333
40,6,2025-01-01,25.0,25.0,50.0,4.0,90.0,fail,18,768,2.34375
41,1,2025-01-01,25.0,15.0,42.0,34.0,73.33333333333334,fail,26,768,3.3854166666666665
41,2,2025-01-01,45.0,35.0,42.0,20.0,93.33333333333334,fail,25,768,3.2552083333333335
41,3,2025-01-01,25.0,20.0,52.0,4.0,80.0,fail,20,768,2.604166666666667
41,4,2025-01-01,15.0,15.0,40.0,24.0,86.66666666666667,fail,18,768,2.34375
41,5,2025-01-01,25.0,45.0,60.0,24.0,90.0,pass,22,768,2.864583333333333
41,6,2025-01-01,15.0,40.0,44.0,36.0,96.66666666666667,fail,24,768,3.125
42,1,2025-01-01,45.0,30.0,54.0,14.0,96.66666666666667,fail,24,768,3.125
42,2,2025-01-01,40.0,40.0,38.0,16.0,76.66666666666667,fail,22,768,2.864583333333333
42,3,2025-01-01,20.0,25.0,60.0,14.0,80.0,fail,21,768,2.734375
42,4,2025-01-01,50.0,20.0,52.0,44.0,83.33333333333334,fail,19,768,2.473958333333333
42,5,2025-01-01,25.0,30.0,58.0,46.0,90.0,fail,22,768,2.864583333333333
42,6,2025-01-01,15.0,35.0,48.0,12.0,66.66666666666667,fail,21,768,2.734375
43,1,2025-01-01,35.0,45.0,42.0,28.0,76.66666666666667,fail,18,768,2.34375
43,2,2025-01-01,20.0,50.0,58.0,6.0,90.0,fail,25,768,3.2552083333333335
43,3,2025-01-01,15.0,45.0,46.0,10.0,70.0,fail,26,768,3.3854166666666665
43,4,2025-01-01,25.0,35.0,50.0,30.0,80.0,fail,22,768,2.864583333333333
43,5,2025-01-01,45.0,20.0,60.0,0.0,100.0,fail,22,768,2.864583333333333
43,6,2025-01-01,40.0,35.0,60.0,18.0,96.66666666666667,fail,25,768,3.2552083333333335
44,1,2025-01-01,25.0,30.0,40.0,18.0,100.0,fail,22,768,2.864583333333333
44,2,2025-01-01,15.0,30.0,48.0,10.0,93.33333333333334,fail,24,768,3.125
44,3,2025-01-01,30.0,30.0,40.0,28.0,76.66666666666667,fail,22,768,2.864583333333333
44,4,2025-01-01,45.0,35.0,50.0,16.0,73.33333333333334,fail,23,768,2.994791666666667
44,5,2025-01-01,15.0,15.0,38.0,18.0,90.0,fail,25,768,3.2552083333333335
44,6,2025-01-01,45.0,15.0,52.0,42.0,90.0,fail,20,768,2.604166666666667
45,1,2025-01-01,25.0,30.0,40.0,14.0,80.0,fail,21,768,2.734375
45,2,2025-01-01,20.0,45.0,38.0,18.0,86.66666666666667,fail,24,768,3.125
45,3,2025-01-01,20.0,50.0,60.0,6.0,80.0,fail,21,768,2.734375
45,4,2025-01-01,25.0,25.0,38.0,16.0,100.0,fail,27,768,3.515625
45,5,2025-01-01,20.0,20.0,44.0,10.0,73.33333333333334,fail,23,768,2.994791666666667
45,6,2025-01-01,20.0,45.0,52.0,24.0,100.0,fail,24,768,3.125
46,1,2025-01-01,45.0,50.0,56.0,38.0,93.33333333333334,fail,23,768,2.994791666666667
46,2,2025-01-01,45.0,35.0,44.0,38.0,76.66666666666667,fail,22,768,2.864583333333333
46,3,2025-01-01,35.0,35.0,42.0,30.0,100.0,fail,20,768,2.604166666666667
46,4,2025-01-01,25.0,40.0,58.0,36.0,100.0,fail,24,768,3.125
46,5,2025-01-01,35.0,40.0,42.0,6.0,86.66666666666667,fail,23,768,2.994791666666667
46,6,2025-01-01,35.0,35.0,58.0,14.0,80.0,fail,24,768,3.125
47,1,2025-01-01,20.0,50.0,46.0,30.0,86.66666666666667,fail,24,768,3.125
47,2,2025-01-01,35.0,40.0,48.0,20.0,90.0,fail,23,768,2.994791666666667
47,3,2025-01-01,45.0,25.0,52.0,18.0,73.33333333333334,fail,25,768,3.2552083333333335
47,4,2025-01-01,20.0,30.0,44.0,24.0,90.0,fail,20,768,2.604166666666667
47,5,2025-01-01,25.0,35.0,40.0,14.0,76.66666666666667,fail,22,768,2.864583333333333
47,6,2025-01-01,20.0,20.0,44.0,8.0,73.33333333333334,fail,23,768,2.994791666666667
48,1,2025-01-01,25.0,35.0,42.0,50.0,73.33333333333334,fail,23,768,2.994791666666667
48,2,2025-01-01,20.0,30.0,38.0,30.0,86.66666666666667,fail,24,768,3.125
48,3,2025-01-01,50.0,25.0,44.0,6.0,86.66666666666667,fail,22,768,2.864583333333333
48,4,2025-01-01,30.0,40.0,40.0,30.0,93.33333333333334,fail,25,768,3.2552083333333335
48,5,2025-01-01,50.0,15.0,52.0,26.0,90.0,fail,18,768,2.34375
48,6,2025-01-01,20.0,50.0,38.0,18.0,83.33333333333334,fail,24,768,3.125
49,1,2025-01-01,40.0,50.0,54.0,14.0,73.33333333333334,fail,18,768,2.34375
49,2,2025-01-01,30.0,15.0,60.0,44.0,70.0,fail,23,768,2.994791666666667
49,3,2025-01-01,50.0,35.0,44.0,16.0,76.66666666666667,fail,22,768,2.864583333333333
49,4,2025-01-01,25.0,30.0,58.0,16.0,83.33333333333334,pass,23,768,2.994791666666667
49,5,2025-01-01,35.0,25.0,40.0,38.0,76.66666666666667,fail,21,768,2.734375
49,6,2025-01-01,30.0,30.0,58.0,38.0,86.66666666666667,pass,25,768,3.2552083333333335
50,1,2025-01-01,40.0,50.0,50.0,0.0,100.0,fail,25,768,3.2552083333333335
50,2,2025-01-01,45.0,15.0,56.0,20.0,76.66666666666667,fail,19,768,2.473958333333333
50,3,2025-01-01,15.0,15.0,42.0,26.0,100.0,fail,24,768,3.125
50,4,2025-01-01,25.0,25.0,48.0,30.0,90.0,fail,21,768,2.734375
50,5,2025-01-01,50.0,35.0,60.0,28.0,73.33333333333334,fail,22,768,2.864583333333333
50,6,2025-01-01,40.0,25.0,46.0,34.0,70.0,fail,22,768,2.864583333333333
51,1,2025-01-01,30.0,35.0,48.0,30.0,73.33333333333334,fail,24,768,3.125
51,2,2025-01-01,35.0,40.0,38.0,8.0,96.66666666666667,fail,20,768,2.604166666666667
51,3,2025-01-01,25.0,15.0,48.0,32.0,66.66666666666667,fail,22,768,2.864583333333333
51,4,2025-01-01,40.0,50.0,52.0,10.0,86.66666666666667,fail,22,768,2.864583333333333
51,5,2025-01-01,40.0,25.0,58.0,8.0,93.33333333333334,fail,22,768,2.864583333333333
51,6,2025-01-01,45.0,45.0,50.0,30.0,80.0,fail,20,768,2.604166666666667
52,1,2025-01-01,25.0,15.0,58.0,38.0,76.66666666666667,fail,25,768,3.2552083333333335
52,2,2025-01-01,30.0,40.0,52.0,8.0,93.33333333333334,fail,20,768,2.604166666666667
52,3,2025-01-01,40.0,45.0,56.0,0.0,70.0,fail,19,768,2.473958333333333
52,4,2025-01-01,25.0,50.0,58.0,34.0,96.66666666666667,fail,23,768,2.994791666666667
52,5,2025-01-01,40.0,45.0,48.0,28.0,70.0,fail,18,768,2.34375
52,6,2025-01-01,45.0,50.0,40.0,2.0,93.33333333333334,fail,25,768,3.2552083333333335
53,1,2025-01-01,20.0,50.0,60.0,0.0,70.0,fail,22,768,2.864583333333333
53,2,2025-01-01,20.0,30.0,56.0,8.0,100.0,fail,24,768,3.125
53,3,2025-01-01,45.0,15.0,48.0,16.0,70.0,pass,18,768,2.34375
53,4,2025-01-01,50.0,20.0,54.0,34.0,80.0,fail,26,768,3.3854166666666665
53,5,2025-01-01,50.0,45.0,42.0,42.0,93.33333333333334,fail,24,768,3.125
53,6,2025-01-01,50.0,20.0,42.0,28.0,83.33333333333334,fail,21,768,2.734375
54,1,2025-01-01,45.0,30.0,40.0,8.0,66.66666666666667,fail,21,768,2.734375
54,2,2025-01-01,30.0,25.0,56.0,20.0,96.66666666666667,fail,25,768,3.2552083333333335
54,3,2025-01-01,30.0,45.0,48.0,12.0,80.0,fail,21,768,2.734375
54,4,2025-01-01,45.0,20.0,52.0,26.0,96.66666666666667,fail,19,768,2.473958333333333
54,5,2025-01-01,35.0,15.0,54.0,38.0,66.66666666666667,fail,22,768,2.864583333333333
54,6,2025-01-01,20.0,35.0,42.0,30.0,100.0,fail,26,768,3.3854166666666665
55,1,2025-01-01,35.0,40.0,58.0,32.0,86.66666666666667,pass,22,768,2.864583333333333
55,2,2025-01-01,35.0,30.0,38.0,6.0,90.0,fail,23,768,2.994791666666667
55,3,2025-01-01,15.0,50.0,42.0,34.0,80.0,fail,26,768,3.3854166666666665
55,4,2025-01-01,20.0,20.0,54.0,26.0,66.66666666666667,fail,26,768,3.3854166666666665
55,5,2025-01-01,40.0,45.0,48.0,10.0,73.33333333333334,fail,21,768,2.734375
55,6,2025-01-01,35.0,40.0,58.0,2.0,86.66666666666667,fail,17,768,2.213541666666667
56,1,2025-01-01,40.0,15.0,58.0,28.0,96.66666666666667,fail,21,768,2.734375
56,2,2025-01-01,50.0,35.0,56.0,32.0,100.0,fail,22,768,2.864583333333333
56,3,2025-01-01,20.0,35.0,38.0,6.0,76.66666666666667,fail,25,768,3.2552083333333335
56,4,2025-01-01,35.0,40.0,58.0,22.0,100.0,fail,23,768,2.994791666666667
56,5,2025-01-01,35.0,30.0,52.0,0.0,83.33333333333334,fail,23,768,2.994791666666667
56,6,2025-01-01,15.0,15.0,52.0,8.0,90.0,fail,21,768,2.734375
57,1,2025-01-01,35.0,45.0,46.0,34.0,80.0,fail,22,768,2.864583333333333
57,2,2025-01-01,25.0,35.0,50.0,28.0,100.0,fail,20,768,2.604166666666667
57,3,2025-01-01,50.0,45.0,60.0,2.0,100.0,fail,20,768,2.604166666666667
57,4,2025-01-01,45.0,35.0,42.0,28.0,100.0,fail,27,768,3.515625
57,5,2025-01-01,35.0,25.0,52.0,12.0,90.0,fail,21,768,2.734375
57,6,2025-01-01,35.0,40.0,38.0,26.0,96.66666666666667,fail,27,768,3.515625
58,1,2025-01-01,25.0,35.0,48.0,34.0,86.66666666666667,fail,20,768,2.604166666666667
58,2,2025-01-01,20.0,45.0,54.0,22.0,90.0,fail,24,768,3.125
58,3,2025-01-01,30.0,30.0,46.0,0.0,80.0,fail,20,768,2.604166666666667
58,4,2025-01-01,25.0,45.0,42.0,6.0,83.33333333333334,fail,21,768,2.734375
58,5,2025-01-01,50.0,25.0,42.0,10.0,73.33333333333334,fail,24,768,3.125
58,6,2025-01-01,15.0,45.0,44.0,44.0,83.33333333333334,fail,20,768,2.604166666666667
59,1,2025-01-01,40.0,15.0,50.0,50.0,93.33333333333334,fail,26,768,3.3854166666666665
59,2,2025-01-01,25.0,20.0,50.0,6.0,86.66666666666667,fail,21,768,2.734375
59,3,2025-01-01,40.0,20.0,38.0,22.0,96.66666666666667,fail,20,768,2.604166666666667
59,4,2025-01-01,30.0,25.0,52.0,10.0,70.0,fail,24,768,3.125
59,5,2025-01-01,45.0,50.0,44.0,26.0,76.66666666666667,fail,23,768,2.994791666666667
59,6,2025-01-01,30.0,45.0,42.0,16.0,86.66666666666667,pass,22,768,2.864583333333333
60,1,2025-01-01,45.0,15.0,54.0,20.0,93.33333333333334,fail,23,768,2.994791666666667
60,2,2025-01-01,45.0,35.0,44.0,16.0,86.66666666666667,pass,22,768,2.864583333333333
60,3,2025-01-01,30.0,40.0,48.0,14.0,86.66666666666667,fail,22,768,2.864583333333333
60,4,2025-01-01,30.0,40.0,60.0,18.0,90.0,fail,25,768,3.2552083333333335
60,5,2025-01-01,15.0,50.0,46.0,38.0,100.0,fail,24,768,3.125
60,6,2025-01-01,25.0,50.0,54.0,8.0,90.0,fail,22,768,2.864583333333333
61,1,2025-01-01,15.0,20.0,44.0,36.0,96.66666666666667,fail,20,768,2.604166666666667
61,2,2025-01-01,45.0,20.0,44.0,6.0,80.0,fail,24,768,3.125
61,3,2025-01-01,15.0,20.0,42.0,26.0,83.33333333333334,fail,19,768,2.473958333333333
61,4,2025-01-01,20.0,20.0,44.0,48.0,90.0,fail,23,768,2.994791666666667
61,5,2025-01-01,25.0,45.0,52.0,30.0,66.66666666666667,fail,18,768,2.34375
61,6,2025-01-01,15.0,25.0,52.0,24.0,83.33333333333334,fail,22,768,2.864583333333333
62,1,2025-01-01,45.0,50.0,44.0,38.0,93.33333333333334,fail,21,768,2.734375
62,2,2025-01-01,30.0,20.0,56.0,26.0,83.33333333333334,fail,23,768,2.994791666666667
62,3,2025-01-01,30.0,20.0,60.0,8.0,86.66666666666667,pass,18,768,2.34375
62,4,2025-01-01,20.0,30.0,50.0,18.0,90.0,fail,21,768,2.734375
62,5,2025-01-01,20.0,20.0,48.0,28.0,76.66666666666667,fail,23,768,2.994791666666667
62,6,2025-01-01,15.0,20.0,60.0,26.0,76.66666666666667,fail,21,768,2.734375
63,1,2025-01-01,25.0,20.0,52.0,8.0,76.66666666666667,fail,18,768,2.34375
63,2,2025-01-01,50.0,45.0,58.0,30.0,73.33333333333334,fail,24,768,3.125
63,3,2025-01-01,30.0,20.0,56.0,12.0,73.33333333333334,fail,17,768,2.213541666666667
63,4,2025-01-01,40.0,40.0,46.0,34.0,80.0,pass,23,768,2.994791666666667
63,5,2025-01-01,40.0,20.0,42.0,0.0,90.0,fail,25,768,3.2552083333333335
63,6,2025-01-01,30.0,20.0,56.0,20.0,96.66666666666667,fail,22,768,2.864583333333333
64,1,2025-01-01,35.0,50.0,46.0,32.0,83.33333333333334,fail,25,768,3.2552083333333335
64,2,2025-01-01,15.0,20.0,58.0,16.0,83.33333333333334,fail,24,768,3.125
64,3,2025-01-01,40.0,40.0,44.0,42.0,93.33333333333334,fail,18,768,2.34375
64,4,2025-01-01,20.0,25.0,42.0,6.0,93.33333333333334,fail,16,768,2.083333333333333
64,5,2025-01-01,30.0,50.0,38.0,18.0,80.0,fail,26,768,3.3854166666666665
64,6,2025-01-01,15.0,25.0,54.0,0.0,96.66666666666667,fail,26,768,3.3854166666666665
65,1,2025-01-01,50.0,20.0,42.0,40.0,90.0,fail,23,768,2.994791666666667
65,2,2025-01-01,15.0,30.0,60.0,36.0,83.33333333333334,fail,24,768,3.125
65,3,2025-01-01,35.0,25.0,46.0,40.0,96.66666666666667,fail,26,768,3.3854166666666665
65,4,2025-01-01,25.0,25.0,44.0,6.0,86.66666666666667,fail,22,768,2.864583333333333
