"id","student_id","course_id","type","date","status","created_at","updated_at"
"38","9","2","lecture","2025-02-05","absent","2025-03-12 12:23:02","2025-03-12 12:23:02"
"39","9","2","lecture","2025-02-12","absent","2025-03-12 12:23:02","2025-03-12 12:23:02"
"40","9","2","lecture","2025-02-19","present","2025-03-12 12:23:02","2025-03-12 12:23:02"
"41","9","2","lecture","2025-02-26","late","2025-03-12 12:23:02","2025-03-12 12:23:02"
"42","9","2","lecture","2025-03-05","absent","2025-03-12 12:23:02","2025-03-12 12:23:02"
"43","9","2","lecture","2025-03-12","present","2025-03-12 12:23:02","2025-03-12 12:23:02"
"44","9","2","lecture","2025-03-19","absent","2025-03-12 12:23:02","2025-03-12 12:23:02"
"45","9","2","lecture","2025-03-26","absent","2025-03-12 12:23:02","2025-03-12 12:23:02"
"46","9","2","lecture","2025-04-02","present","2025-03-12 12:23:02","2025-03-12 12:23:02"
"47","9","2","lecture","2025-04-09","absent","2025-03-12 12:23:02","2025-03-12 12:23:02"
"48","9","2","lecture","2025-04-16","present","2025-03-12 12:23:02","2025-03-12 12:23:02"
"49","9","2","lab","2025-01-01","present","2025-03-12 12:23:02","2025-03-12 12:23:02"
"50","9","2","lab","2025-01-08","absent","2025-03-12 12:23:02","2025-03-12 12:23:02"
"51","9","2","lab","2025-01-15","present","2025-03-12 12:23:02","2025-03-12 12:23:02"
"52","9","2","lab","2025-01-22","present","2025-03-12 12:23:02","2025-03-12 12:23:02"
"53","9","2","lab","2025-01-29","present","2025-03-12 12:23:02","2025-03-12 12:23:02"
"54","9","2","lab","2025-02-05","present","2025-03-12 12:23:02","2025-03-12 12:23:02"
"55","9","2","lab","2025-02-12","present","2025-03-12 12:23:02","2025-03-12 12:23:02"
"56","9","2","lab","2025-02-19","present","2025-03-12 12:23:03","2025-03-12 12:23:03"
"57","9","2","lab","2025-02-26","absent","2025-03-12 12:23:03","2025-03-12 12:23:03"
"58","9","2","lab","2025-03-05","present","2025-03-12 12:23:03","2025-03-12 12:23:03"
"59","9","2","lab","2025-03-12","absent","2025-03-12 12:23:03","2025-03-12 12:23:03"
"60","9","2","lab","2025-03-19","absent","2025-03-12 12:23:03","2025-03-12 12:23:03"
"61","9","2","lab","2025-03-26","present","2025-03-12 12:23:03","2025-03-12 12:23:03"
"62","9","2","lab","2025-04-02","present","2025-03-12 12:23:03","2025-03-12 12:23:03"
"63","9","2","lab","2025-04-09","present","2025-03-12 12:23:03","2025-03-12 12:23:03"
"64","9","2","lab","2025-04-16","absent","2025-03-12 12:23:03","2025-03-12 12:23:03"
"65","9","3","lecture","2025-01-04","present","2025-03-12 12:23:03","2025-03-12 12:23:03"
"66","9","3","lecture","2025-01-11","present","2025-03-12 12:23:03","2025-03-12 12:23:03"
"67","9","3","lecture","2025-01-18","present","2025-03-12 12:23:03","2025-03-12 12:23:03"
"68","9","3","lecture","2025-01-25","present","2025-03-12 12:23:03","2025-03-12 12:23:03"
"69","9","3","lecture","2025-02-01","present","2025-03-12 12:23:03","2025-03-12 12:23:03"
"70","9","3","lecture","2025-02-08","present","2025-03-12 12:23:03","2025-03-12 12:23:03"
"71","9","3","lecture","2025-02-15","present","2025-03-12 12:23:03","2025-03-12 12:23:03"
"72","9","3","lecture","2025-02-22","present","2025-03-12 12:23:03","2025-03-12 12:23:03"
"73","9","3","lecture","2025-03-01","absent","2025-03-12 12:23:03","2025-03-12 12:23:03"
"74","9","3","lecture","2025-03-08","absent","2025-03-12 12:23:03","2025-03-12 12:23:03"
"75","9","3","lecture","2025-03-15","present","2025-03-12 12:23:03","2025-03-12 12:23:03"
"76","9","3","lecture","2025-03-22","present","2025-03-12 12:23:03","2025-03-12 12:23:03"
"77","9","3","lecture","2025-03-29","present","2025-03-12 12:23:03","2025-03-12 12:23:03"
"78","9","3","lecture","2025-04-05","present","2025-03-12 12:23:03","2025-03-12 12:23:03"
"79","9","3","lecture","2025-04-12","absent","2025-03-12 12:23:03","2025-03-12 12:23:03"
"80","9","3","lecture","2025-04-19","present","2025-03-12 12:23:03","2025-03-12 12:23:03"
"81","9","3","lab","2025-01-04","present","2025-03-12 12:23:03","2025-03-12 12:23:03"
"82","9","3","lab","2025-01-11","present","2025-03-12 12:23:03","2025-03-12 12:23:03"
"83","9","3","lab","2025-01-18","present","2025-03-12 12:23:03","2025-03-12 12:23:03"
"84","9","3","lab","2025-01-25","present","2025-03-12 12:23:03","2025-03-12 12:23:03"
"85","9","3","lab","2025-02-01","absent","2025-03-12 12:23:03","2025-03-12 12:23:03"
"86","9","3","lab","2025-02-08","present","2025-03-12 12:23:03","2025-03-12 12:23:03"
"87","9","3","lab","2025-02-15","present","2025-03-12 12:23:04","2025-03-12 12:23:04"
"88","9","3","lab","2025-02-22","absent","2025-03-12 12:23:04","2025-03-12 12:23:04"
"89","9","3","lab","2025-03-01","present","2025-03-12 12:23:04","2025-03-12 12:23:04"
"90","9","3","lab","2025-03-08","present","2025-03-12 12:23:04","2025-03-12 12:23:04"
"91","9","3","lab","2025-03-15","present","2025-03-12 12:23:04","2025-03-12 12:23:04"
"92","9","3","lab","2025-03-22","absent","2025-03-12 12:23:04","2025-03-12 12:23:04"
"93","9","3","lab","2025-03-29","present","2025-03-12 12:23:04","2025-03-12 12:23:04"
"94","9","3","lab","2025-04-05","absent","2025-03-12 12:23:04","2025-03-12 12:23:04"
"95","9","3","lab","2025-04-12","absent","2025-03-12 12:23:04","2025-03-12 12:23:04"
"96","9","3","lab","2025-04-19","present","2025-03-12 12:23:04","2025-03-12 12:23:04"
"97","9","4","lecture","2025-01-02","present","2025-03-12 12:23:04","2025-03-12 12:23:04"
"98","9","4","lecture","2025-01-09","present","2025-03-12 12:23:04","2025-03-12 12:23:04"
"99","9","4","lecture","2025-01-16","present","2025-03-12 12:23:04","2025-03-12 12:23:04"
"100","9","4","lecture","2025-01-23","present","2025-03-12 12:23:04","2025-03-12 12:23:04"
"101","9","4","lecture","2025-01-30","present","2025-03-12 12:23:04","2025-03-12 12:23:04"
"102","9","4","lecture","2025-02-06","present","2025-03-12 12:23:04","2025-03-12 12:23:04"
"103","9","4","lecture","2025-02-13","present","2025-03-12 12:23:04","2025-03-12 12:23:04"
"104","9","4","lecture","2025-02-20","present","2025-03-12 12:23:04","2025-03-12 12:23:04"
"105","9","4","lecture","2025-02-27","present","2025-03-12 12:23:04","2025-03-12 12:23:04"
"106","9","4","lecture","2025-03-06","present","2025-03-12 12:23:04","2025-03-12 12:23:04"
"107","9","4","lecture","2025-03-13","present","2025-03-12 12:23:04","2025-03-12 12:23:04"
"108","9","4","lecture","2025-03-20","present","2025-03-12 12:23:04","2025-03-12 12:23:04"
"109","9","4","lecture","2025-03-27","present","2025-03-12 12:23:04","2025-03-12 12:23:04"
"110","9","4","lecture","2025-04-03","absent","2025-03-12 12:23:05","2025-03-12 12:23:05"
"111","9","4","lecture","2025-04-10","present","2025-03-12 12:23:05","2025-03-12 12:23:05"
"112","9","4","lecture","2025-04-17","present","2025-03-12 12:23:05","2025-03-12 12:23:05"
"113","9","4","lab","2025-01-02","present","2025-03-12 12:23:05","2025-03-12 12:23:05"
"114","9","4","lab","2025-01-09","present","2025-03-12 12:23:05","2025-03-12 12:23:05"
"115","9","4","lab","2025-01-16","absent","2025-03-12 12:23:05","2025-03-12 12:23:05"
"116","9","4","lab","2025-01-23","present","2025-03-12 12:23:05","2025-03-12 12:23:05"
"117","9","4","lab","2025-01-30","present","2025-03-12 12:23:05","2025-03-12 12:23:05"
"118","9","4","lab","2025-02-06","present","2025-03-12 12:23:05","2025-03-12 12:23:05"
"119","9","4","lab","2025-02-13","present","2025-03-12 12:23:05","2025-03-12 12:23:05"
"120","9","4","lab","2025-02-20","present","2025-03-12 12:23:05","2025-03-12 12:23:05"
"121","9","4","lab","2025-02-27","late","2025-03-12 12:23:05","2025-03-12 12:23:05"
"122","9","4","lab","2025-03-06","present","2025-03-12 12:23:05","2025-03-12 12:23:05"
"123","9","4","lab","2025-03-13","absent","2025-03-12 12:23:05","2025-03-12 12:23:05"
"124","9","4","lab","2025-03-20","present","2025-03-12 12:23:05","2025-03-12 12:23:05"
"125","9","4","lab","2025-03-27","absent","2025-03-12 12:23:05","2025-03-12 12:23:05"
"126","9","4","lab","2025-04-03","present","2025-03-12 12:23:06","2025-03-12 12:23:06"
"127","9","4","lab","2025-04-10","present","2025-03-12 12:23:06","2025-03-12 12:23:06"
"128","9","4","lab","2025-04-17","present","2025-03-12 12:23:06","2025-03-12 12:23:06"
"129","9","5","lecture","2025-01-02","late","2025-03-12 12:23:06","2025-03-12 12:23:06"
"130","9","5","lecture","2025-01-09","present","2025-03-12 12:23:06","2025-03-12 12:23:06"
"131","9","5","lecture","2025-01-16","present","2025-03-12 12:23:06","2025-03-12 12:23:06"
"132","9","5","lecture","2025-01-23","present","2025-03-12 12:23:06","2025-03-12 12:23:06"
"133","9","5","lecture","2025-01-30","absent","2025-03-12 12:23:06","2025-03-12 12:23:06"
"134","9","5","lecture","2025-02-06","absent","2025-03-12 12:23:06","2025-03-12 12:23:06"
"135","9","5","lecture","2025-02-13","present","2025-03-12 12:23:06","2025-03-12 12:23:06"
"136","9","5","lecture","2025-02-20","absent","2025-03-12 12:23:06","2025-03-12 12:23:06"
"137","9","5","lecture","2025-02-27","present","2025-03-12 12:23:06","2025-03-12 12:23:06"
"138","9","5","lecture","2025-03-06","present","2025-03-12 12:23:06","2025-03-12 12:23:06"
"139","9","5","lecture","2025-03-13","present","2025-03-12 12:23:06","2025-03-12 12:23:06"
"140","9","5","lecture","2025-03-20","absent","2025-03-12 12:23:06","2025-03-12 12:23:06"
"141","9","5","lecture","2025-03-27","present","2025-03-12 12:23:06","2025-03-12 12:23:06"
"142","9","5","lecture","2025-04-03","present","2025-03-12 12:23:06","2025-03-12 12:23:06"
"143","9","5","lecture","2025-04-10","absent","2025-03-12 12:23:07","2025-03-12 12:23:07"
"144","9","5","lecture","2025-04-17","late","2025-03-12 12:23:07","2025-03-12 12:23:07"
"145","9","5","lab","2025-01-02","present","2025-03-12 12:23:07","2025-03-12 12:23:07"
"146","9","5","lab","2025-01-09","present","2025-03-12 12:23:07","2025-03-12 12:23:07"
"147","9","5","lab","2025-01-16","absent","2025-03-12 12:23:07","2025-03-12 12:23:07"
"148","9","5","lab","2025-01-23","present","2025-03-12 12:23:07","2025-03-12 12:23:07"
"149","9","5","lab","2025-01-30","absent","2025-03-12 12:23:07","2025-03-12 12:23:07"
"150","9","5","lab","2025-02-06","absent","2025-03-12 12:23:07","2025-03-12 12:23:07"
"151","9","5","lab","2025-02-13","absent","2025-03-12 12:23:07","2025-03-12 12:23:07"
"152","9","5","lab","2025-02-20","present","2025-03-12 12:23:07","2025-03-12 12:23:07"
"153","9","5","lab","2025-02-27","present","2025-03-12 12:23:07","2025-03-12 12:23:07"
"154","9","5","lab","2025-03-06","present","2025-03-12 12:23:07","2025-03-12 12:23:07"
"155","9","5","lab","2025-03-13","present","2025-03-12 12:23:07","2025-03-12 12:23:07"
"156","9","5","lab","2025-03-20","present","2025-03-12 12:23:07","2025-03-12 12:23:07"
"157","9","5","lab","2025-03-27","present","2025-03-12 12:23:07","2025-03-12 12:23:07"
"158","9","5","lab","2025-04-03","present","2025-03-12 12:23:07","2025-03-12 12:23:07"
"159","9","5","lab","2025-04-10","late","2025-03-12 12:23:07","2025-03-12 12:23:07"
"160","9","5","lab","2025-04-17","present","2025-03-12 12:23:07","2025-03-12 12:23:07"
"161","9","6","lecture","2025-01-06","present","2025-03-12 12:23:07","2025-03-12 12:23:07"
"162","9","6","lecture","2025-01-13","present","2025-03-12 12:23:08","2025-03-12 12:23:08"
"163","9","6","lecture","2025-01-20","present","2025-03-12 12:23:08","2025-03-12 12:23:08"
"164","9","6","lecture","2025-01-27","absent","2025-03-12 12:23:08","2025-03-12 12:23:08"
"165","9","6","lecture","2025-02-03","present","2025-03-12 12:23:08","2025-03-12 12:23:08"
"166","9","6","lecture","2025-02-10","present","2025-03-12 12:23:08","2025-03-12 12:23:08"
"167","9","6","lecture","2025-02-17","absent","2025-03-12 12:23:08","2025-03-12 12:23:08"
"168","9","6","lecture","2025-02-24","present","2025-03-12 12:23:08","2025-03-12 12:23:08"
"169","9","6","lecture","2025-03-03","present","2025-03-12 12:23:08","2025-03-12 12:23:08"
"170","9","6","lecture","2025-03-10","present","2025-03-12 12:23:08","2025-03-12 12:23:08"
"171","9","6","lecture","2025-03-17","present","2025-03-12 12:23:08","2025-03-12 12:23:08"
"172","9","6","lecture","2025-03-24","present","2025-03-12 12:23:08","2025-03-12 12:23:08"
"173","9","6","lecture","2025-03-31","present","2025-03-12 12:23:08","2025-03-12 12:23:08"
"174","9","6","lecture","2025-04-07","present","2025-03-12 12:23:08","2025-03-12 12:23:08"
"175","9","6","lecture","2025-04-14","present","2025-03-12 12:23:08","2025-03-12 12:23:08"
"176","9","6","lecture","2025-04-21","absent","2025-03-12 12:23:08","2025-03-12 12:23:08"
"177","9","6","lab","2025-01-06","absent","2025-03-12 12:23:08","2025-03-12 12:23:08"
"178","9","6","lab","2025-01-13","present","2025-03-12 12:23:08","2025-03-12 12:23:08"
"179","9","6","lab","2025-01-20","present","2025-03-12 12:23:08","2025-03-12 12:23:08"
"180","9","6","lab","2025-01-27","present","2025-03-12 12:23:08","2025-03-12 12:23:08"
"181","9","6","lab","2025-02-03","present","2025-03-12 12:23:09","2025-03-12 12:23:09"
"182","9","6","lab","2025-02-10","present","2025-03-12 12:23:09","2025-03-12 12:23:09"
"183","9","6","lab","2025-02-17","present","2025-03-12 12:23:09","2025-03-12 12:23:09"
"184","9","6","lab","2025-02-24","present","2025-03-12 12:23:09","2025-03-12 12:23:09"
"185","9","6","lab","2025-03-03","absent","2025-03-12 12:23:09","2025-03-12 12:23:09"
"186","9","6","lab","2025-03-10","present","2025-03-12 12:23:09","2025-03-12 12:23:09"
"187","9","6","lab","2025-03-17","present","2025-03-12 12:23:09","2025-03-12 12:23:09"
"188","9","6","lab","2025-03-24","absent","2025-03-12 12:23:09","2025-03-12 12:23:09"
"189","9","6","lab","2025-03-31","absent","2025-03-12 12:23:09","2025-03-12 12:23:09"
"190","9","6","lab","2025-04-07","present","2025-03-12 12:23:09","2025-03-12 12:23:09"
"191","9","6","lab","2025-04-14","present","2025-03-12 12:23:09","2025-03-12 12:23:09"
"192","9","6","lab","2025-04-21","absent","2025-03-12 12:23:09","2025-03-12 12:23:09"
"193","10","1","lecture","2025-01-03","present","2025-03-12 12:23:09","2025-03-12 12:23:09"
"194","10","1","lecture","2025-01-10","absent","2025-03-12 12:23:09","2025-03-12 12:23:09"
"195","10","1","lecture","2025-01-17","late","2025-03-12 12:23:09","2025-03-12 12:23:09"
"196","10","1","lecture","2025-01-24","present","2025-03-12 12:23:09","2025-03-12 12:23:09"
"197","10","1","lecture","2025-01-31","absent","2025-03-12 12:23:09","2025-03-12 12:23:09"
"198","10","1","lecture","2025-02-07","present","2025-03-12 12:23:09","2025-03-12 12:23:09"
"199","10","1","lecture","2025-02-14","present","2025-03-12 12:23:09","2025-03-12 12:23:09"
"200","10","1","lecture","2025-02-21","absent","2025-03-12 12:23:09","2025-03-12 12:23:09"
"201","10","1","lecture","2025-02-28","present","2025-03-12 12:23:10","2025-03-12 12:23:10"
"202","10","1","lecture","2025-03-07","absent","2025-03-12 12:23:10","2025-03-12 12:23:10"
"203","10","1","lecture","2025-03-14","absent","2025-03-12 12:23:10","2025-03-12 12:23:10"
"204","10","1","lecture","2025-03-21","present","2025-03-12 12:23:10","2025-03-12 12:23:10"
"205","10","1","lecture","2025-03-28","absent","2025-03-12 12:23:10","2025-03-12 12:23:10"
"206","10","1","lecture","2025-04-04","present","2025-03-12 12:23:10","2025-03-12 12:23:10"
"207","10","1","lecture","2025-04-11","present","2025-03-12 12:23:10","2025-03-12 12:23:10"
"208","10","1","lecture","2025-04-18","present","2025-03-12 12:23:10","2025-03-12 12:23:10"
"209","10","1","lab","2025-01-03","absent","2025-03-12 12:23:10","2025-03-12 12:23:10"
"210","10","1","lab","2025-01-10","present","2025-03-12 12:23:10","2025-03-12 12:23:10"
"211","10","1","lab","2025-01-17","present","2025-03-12 12:23:10","2025-03-12 12:23:10"
"212","10","1","lab","2025-01-24","present","2025-03-12 12:23:10","2025-03-12 12:23:10"
"213","10","1","lab","2025-01-31","absent","2025-03-12 12:23:10","2025-03-12 12:23:10"
"214","10","1","lab","2025-02-07","present","2025-03-12 12:23:10","2025-03-12 12:23:10"
"215","10","1","lab","2025-02-14","present","2025-03-12 12:23:10","2025-03-12 12:23:10"
"216","10","1","lab","2025-02-21","present","2025-03-12 12:23:10","2025-03-12 12:23:10"
"217","10","1","lab","2025-02-28","absent","2025-03-12 12:23:10","2025-03-12 12:23:10"
"218","10","1","lab","2025-03-07","late","2025-03-12 12:23:10","2025-03-12 12:23:10"
"219","10","1","lab","2025-03-14","present","2025-03-12 12:23:10","2025-03-12 12:23:10"
"220","10","1","lab","2025-03-21","present","2025-03-12 12:23:10","2025-03-12 12:23:10"
"221","10","1","lab","2025-03-28","late","2025-03-12 12:23:10","2025-03-12 12:23:10"
"222","10","1","lab","2025-04-04","present","2025-03-12 12:23:10","2025-03-12 12:23:10"
"223","10","1","lab","2025-04-11","present","2025-03-12 12:23:10","2025-03-12 12:23:10"
"224","10","1","lab","2025-04-18","absent","2025-03-12 12:23:11","2025-03-12 12:23:11"
"225","10","2","lecture","2025-01-04","absent","2025-03-12 12:23:11","2025-03-12 12:23:11"
"226","10","2","lecture","2025-01-11","absent","2025-03-12 12:23:11","2025-03-12 12:23:11"
"227","10","2","lecture","2025-01-18","present","2025-03-12 12:23:11","2025-03-12 12:23:11"
"228","10","2","lecture","2025-01-25","present","2025-03-12 12:23:11","2025-03-12 12:23:11"
"229","10","2","lecture","2025-02-01","present","2025-03-12 12:23:11","2025-03-12 12:23:11"
"230","10","2","lecture","2025-02-08","present","2025-03-12 12:23:11","2025-03-12 12:23:11"
"231","10","2","lecture","2025-02-15","present","2025-03-12 12:23:11","2025-03-12 12:23:11"
"232","10","2","lecture","2025-02-22","present","2025-03-12 12:23:11","2025-03-12 12:23:11"
"233","10","2","lecture","2025-03-01","present","2025-03-12 12:23:11","2025-03-12 12:23:11"
"234","10","2","lecture","2025-03-08","present","2025-03-12 12:23:11","2025-03-12 12:23:11"
"235","10","2","lecture","2025-03-15","present","2025-03-12 12:23:11","2025-03-12 12:23:11"
"236","10","2","lecture","2025-03-22","present","2025-03-12 12:23:11","2025-03-12 12:23:11"
"237","10","2","lecture","2025-03-29","present","2025-03-12 12:23:11","2025-03-12 12:23:11"
"238","10","2","lecture","2025-04-05","present","2025-03-12 12:23:11","2025-03-12 12:23:11"
"239","10","2","lecture","2025-04-12","present","2025-03-12 12:23:11","2025-03-12 12:23:11"
"240","10","2","lecture","2025-04-19","absent","2025-03-12 12:23:11","2025-03-12 12:23:11"
"241","10","2","lab","2025-01-04","present","2025-03-12 12:23:11","2025-03-12 12:23:11"
"242","10","2","lab","2025-01-11","present","2025-03-12 12:23:11","2025-03-12 12:23:11"
"243","10","2","lab","2025-01-18","absent","2025-03-12 12:23:12","2025-03-12 12:23:12"
"244","10","2","lab","2025-01-25","present","2025-03-12 12:23:12","2025-03-12 12:23:12"
"245","10","2","lab","2025-02-01","present","2025-03-12 12:23:12","2025-03-12 12:23:12"
"246","10","2","lab","2025-02-08","present","2025-03-12 12:23:12","2025-03-12 12:23:12"
"247","10","2","lab","2025-02-15","absent","2025-03-12 12:23:12","2025-03-12 12:23:12"
"248","10","2","lab","2025-02-22","present","2025-03-12 12:23:12","2025-03-12 12:23:12"
"249","10","2","lab","2025-03-01","present","2025-03-12 12:23:12","2025-03-12 12:23:12"
"250","10","2","lab","2025-03-08","present","2025-03-12 12:23:12","2025-03-12 12:23:12"
"251","10","2","lab","2025-03-15","present","2025-03-12 12:23:12","2025-03-12 12:23:12"
"252","10","2","lab","2025-03-22","present","2025-03-12 12:23:12","2025-03-12 12:23:12"
"253","10","2","lab","2025-03-29","absent","2025-03-12 12:23:12","2025-03-12 12:23:12"
"254","10","2","lab","2025-04-05","absent","2025-03-12 12:23:12","2025-03-12 12:23:12"
"255","10","2","lab","2025-04-12","absent","2025-03-12 12:23:12","2025-03-12 12:23:12"
"256","10","2","lab","2025-04-19","absent","2025-03-12 12:23:12","2025-03-12 12:23:12"
"257","10","3","lecture","2025-01-01","absent","2025-03-12 12:23:13","2025-03-12 12:23:13"
"258","10","3","lecture","2025-01-08","present","2025-03-12 12:23:13","2025-03-12 12:23:13"
"259","10","3","lecture","2025-01-15","absent","2025-03-12 12:23:13","2025-03-12 12:23:13"
"260","10","3","lecture","2025-01-22","present","2025-03-12 12:23:13","2025-03-12 12:23:13"
"261","10","3","lecture","2025-01-29","present","2025-03-12 12:23:13","2025-03-12 12:23:13"
"262","10","3","lecture","2025-02-05","present","2025-03-12 12:23:13","2025-03-12 12:23:13"
"263","10","3","lecture","2025-02-12","absent","2025-03-12 12:23:13","2025-03-12 12:23:13"
"264","10","3","lecture","2025-02-19","present","2025-03-12 12:23:13","2025-03-12 12:23:13"
"265","10","3","lecture","2025-02-26","present","2025-03-12 12:23:13","2025-03-12 12:23:13"
"266","10","3","lecture","2025-03-05","present","2025-03-12 12:23:13","2025-03-12 12:23:13"
"267","10","3","lecture","2025-03-12","present","2025-03-12 12:23:13","2025-03-12 12:23:13"
"268","10","3","lecture","2025-03-19","present","2025-03-12 12:23:13","2025-03-12 12:23:13"
"269","10","3","lecture","2025-03-26","present","2025-03-12 12:23:13","2025-03-12 12:23:13"
"270","10","3","lecture","2025-04-02","present","2025-03-12 12:23:13","2025-03-12 12:23:13"
"271","10","3","lecture","2025-04-09","present","2025-03-12 12:23:13","2025-03-12 12:23:13"
"272","10","3","lecture","2025-04-16","present","2025-03-12 12:23:13","2025-03-12 12:23:13"
"273","10","3","lab","2025-01-01","present","2025-03-12 12:23:13","2025-03-12 12:23:13"
"274","10","3","lab","2025-01-08","absent","2025-03-12 12:23:13","2025-03-12 12:23:13"
"275","10","3","lab","2025-01-15","present","2025-03-12 12:23:14","2025-03-12 12:23:14"
"276","10","3","lab","2025-01-22","absent","2025-03-12 12:23:14","2025-03-12 12:23:14"
"277","10","3","lab","2025-01-29","absent","2025-03-12 12:23:14","2025-03-12 12:23:14"
"278","10","3","lab","2025-02-05","present","2025-03-12 12:23:14","2025-03-12 12:23:14"
"279","10","3","lab","2025-02-12","absent","2025-03-12 12:23:14","2025-03-12 12:23:14"
"280","10","3","lab","2025-02-19","absent","2025-03-12 12:23:14","2025-03-12 12:23:14"
"281","10","3","lab","2025-02-26","present","2025-03-12 12:23:14","2025-03-12 12:23:14"
"282","10","3","lab","2025-03-05","present","2025-03-12 12:23:14","2025-03-12 12:23:14"
"283","10","3","lab","2025-03-12","absent","2025-03-12 12:23:14","2025-03-12 12:23:14"
"284","10","3","lab","2025-03-19","present","2025-03-12 12:23:14","2025-03-12 12:23:14"
"285","10","3","lab","2025-03-26","absent","2025-03-12 12:23:14","2025-03-12 12:23:14"
"286","10","3","lab","2025-04-02","absent","2025-03-12 12:23:14","2025-03-12 12:23:14"
"287","10","3","lab","2025-04-09","present","2025-03-12 12:23:14","2025-03-12 12:23:14"
"288","10","3","lab","2025-04-16","present","2025-03-12 12:23:14","2025-03-12 12:23:14"
"289","10","4","lecture","2025-01-04","absent","2025-03-12 12:23:14","2025-03-12 12:23:14"
"290","10","4","lecture","2025-01-11","absent","2025-03-12 12:23:14","2025-03-12 12:23:14"
"291","10","4","lecture","2025-01-18","present","2025-03-12 12:23:14","2025-03-12 12:23:14"
"292","10","4","lecture","2025-01-25","present","2025-03-12 12:23:14","2025-03-12 12:23:14"
"293","10","4","lecture","2025-02-01","absent","2025-03-12 12:23:14","2025-03-12 12:23:14"
"294","10","4","lecture","2025-02-08","present","2025-03-12 12:23:14","2025-03-12 12:23:14"
"295","10","4","lecture","2025-02-15","present","2025-03-12 12:23:14","2025-03-12 12:23:14"
"296","10","4","lecture","2025-02-22","present","2025-03-12 12:23:14","2025-03-12 12:23:14"
"297","10","4","lecture","2025-03-01","present","2025-03-12 12:23:14","2025-03-12 12:23:14"
